[INFO] [AnimationBootstrapper] NEWSCRIPTS_MODE ativo: AnimationBootstrapper ignorado.

NEWSCRIPTS_MODE ativo: DebugUtility.Initialize executando reset de estado.

<color=#A8DEED>[INFO] [DebugUtility] [OBS][RuntimeMode] LoggingPolicyApplied source='EarlyDefault' key='Editor|Enabled|global=True;verbose=True;default=Logs;repeated=True|fallbacks=True|EarlyDefault'</color>

[INFO] [DebugUtility] DebugUtility inicializado antes de todos os sistemas.

[INFO] [CompassRuntimeService] NEWSCRIPTS_MODE ativo: CompassRuntimeService ignorado.

<color=#A8DEED>[INFO] [DebugUtility] [OBS][RuntimeMode] LoggingPolicyApplied source='BootstrapPolicy' key='Editor|Enabled|global=True;verbose=True;default=Verbose;repeated=True|fallbacks=True|BootstrapPolicy'</color>

[VERBOSE] [GlobalCompositionRoot] NewScripts logging configured. (@ 3,19s)
<color=#A8DEED>[VERBOSE] [PostGameOverlayController] [PostGame] GameRunEndedEvent recebido. Exibindo overlay. (@ 35,70s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IGameRunStateService encontrado no escopo global (tipo registrado: IGameRunStateService). (@ 35,70s)

[VERBOSE] [GameLoopService] [GameLoop] EXIT: Playing (@ 35,70s)

[VERBOSE] [GameLoopService] [GameLoop] ENTER: PostGame (active=False) (@ 35,70s)

[VERBOSE] [GlobalServiceRegistry] Serviço ISceneFlowSignatureCache encontrado no escopo global (tipo registrado: ISceneFlowSignatureCache). (@ 35,70s)

[VERBOSE] [GlobalServiceRegistry] Serviço IPostGameResultService encontrado no escopo global (tipo registrado: IPostGameResultService). (@ 35,70s)

<color=#A8DEED>[INFO] [GameLoopService] [OBS][PostGame] PostGameEntered signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' result='Defeat' reason='QA/BaselineV3/DefeatButton' scene='GameplayScene' frame=5050.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IPostGameOwnershipService encontrado no escopo global (tipo registrado: IPostGameOwnershipService). (@ 35,70s)

<color=#A8DEED>[INFO] [PostGameOwnershipService] [OBS][InputMode] Request mode='FrontendMenu' map='UI' phase='PostGame' reason='PostGame/Entered' signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' scene='GameplayScene' profile='' frame=5050 result='Defeat'.</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='FrontendMenu' source='PostGame' reason='PostGame/Entered' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IInputModeService encontrado no escopo global (tipo registrado: IInputModeService). (@ 35,70s)

<color=#A8DEED>[INFO] [InputModeService] [InputMode] Modo alterado para 'FrontendMenu' (PostGame/Entered).</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Applied map 'UI' em 1/1 PlayerInput(s) (PostGame/Entered). (@ 35,70s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeApplied kind='FrontendMenu' source='PostGame' reason='PostGame/Entered' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>

[VERBOSE] [GlobalServiceRegistry] Serviço ISimulationGateService encontrado no escopo global (tipo registrado: ISimulationGateService). (@ 35,70s)

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' bloqueada: GateClosed (gateOpen=False, gameplayReady=True, paused=False, serviceState=Ready, gameLoopState='PostPlay', activeTokens=1). (@ 35,70s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=True, gateOpen=False, activeTokens=1, reason='gate_closed'. (@ 35,70s)

[VERBOSE] [PlayerMovementController] [Movement][Gate] GateChanged: open=False, scene='GameplayScene', actor='A_f4d3bf2f_3_Player_NewScriptsClone'. (@ 35,70s)

[VERBOSE] [SimulationGateService] [Gate] Acquire token='state.postgame'. Active=1. IsOpen=False (@ 35,70s)

<color=#A8DEED>[INFO] [PostGameOwnershipService] [PostGame] Gate adquirido token='state.postgame'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelPostGameHookService encontrado no escopo global (tipo registrado: ILevelPostGameHookService). (@ 35,70s)

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelStagePresentationService encontrado no escopo global (tipo registrado: ILevelStagePresentationService). (@ 35,70s)

<color=#A8DEED>[INFO] [LevelPostGameHookService] [OBS][PostGame] LevelPostGameHookStarted levelRef='Level1' result='Defeat' reason='QA/BaselineV3/DefeatButton' scene='GameplayScene' frame=5050.</color>

[VERBOSE] [LevelPostGameHookService] [OBS][PostGame] LevelPostGameHookMockVisualSkipped levelRef='Level1' result='Defeat' reason='QA/BaselineV3/DefeatButton'. (@ 35,70s)

<color=#A8DEED>[INFO] [LevelPostGameHookService] [OBS][PostGame] LevelPostGameHookCompleted levelRef='Level1' result='Defeat' reason='QA/BaselineV3/DefeatButton'.</color>

[VERBOSE] [GameLoopService] [GameLoop] Activity: False (@ 35,70s)

[VERBOSE] [EaterRandomMovementController] [EaterMovement] Movement blocked by IStateDependentService. (@ 35,70s)

<color=#A8DEED>[INFO] [PostLevelActionsService] [OBS][LevelFlow] PostLevelActionRequested action='ExitToMenu' reason='PostGame/ExitToMenu'.</color>

<color=#A8DEED>[VERBOSE] [GameNavigationCatalogAsset] [OBS][SceneFlow] RouteResolvedVia=AssetRef owner='GameNavigationCatalog', intentId='to-menu', routeId='to-menu', asset='Route_to-menu'. (@ 36,47s)</color>

<color=#A8DEED>[INFO] [GameNavigationService] [OBS][Navigation] ExitToMenuRequested reason='PostGame/ExitToMenu', style='TransitionStyle_Frontend', profile='DefaultTransitionProfile'.</color>

<color=#A8DEED>[VERBOSE] [GameNavigationCatalogAsset] [OBS][SceneFlow] RouteResolvedVia=AssetRef owner='GameNavigationCatalog', intentId='to-menu', routeId='to-menu', asset='Route_to-menu'. (@ 36,47s)</color>

<color=#A8DEED>[INFO] [GameNavigationService] [OBS][Navigation] DispatchIntent -> intentId='to-menu', sceneRouteId='to-menu', style='TransitionStyle_Frontend', reason='PostGame/ExitToMenu', signature='r:to-menu|rk:Unspecified|a:|f:1|l:|u:', UseFade=True, Profile='DefaultTransitionProfile'.</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] RouteResolvedVia=RouteId routeId='to-menu' source='ISceneRouteResolver'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IRouteResetPolicy encontrado no escopo global (tipo registrado: IRouteResetPolicy). (@ 36,47s)

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] RouteApplied routeId='to-menu' scenesToLoadCount=2 activeScene='MenuScene' transitionProfile='DefaultTransitionProfile' signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'.</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] RouteAppliedPolicy routeId='to-menu' requiresWorldReset=False decisionSource='routePolicy:Frontend' decisionReason='RoutePolicy' signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'.</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [SceneFlow] TransitionStarted id=4 signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' routeId='to-menu', style='TransitionStyle_Frontend', profile='DefaultTransitionProfile', reason='PostGame/ExitToMenu', requestedBy='PostGame/ExitToMenu' Route='to-menu', RouteKind='Frontend', Style='TransitionStyle_Frontend', Reason='PostGame/ExitToMenu', Load=[UIGlobalScene, MenuScene], Unload=[NewBootstrap, GameplayScene], Active='MenuScene', UseFade=True, Profile='DefaultTransitionProfile', RequiresWorldReset=False, DecisionSource='routePolicy:Frontend', DecisionReason='RoutePolicy'</color>

<color=#A8DEED>[VERBOSE] [LoadingHudOrchestrator] [LoadingStart] signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' useFade=True. (@ 36,47s)</color>

<color=#A8DEED>[VERBOSE] [LoadingHudService] [LoadingHudEnsure] signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'. (@ 36,47s)</color>

<color=#A8DEED>[VERBOSE] [SceneFlowInputModeBridge] [SceneFlowInputModeBridge] [GameLoop] SceneFlow/Started -> reset dedupe. signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'. (@ 36,47s)</color>

[VERBOSE] [SimulationGateService] [Gate] Acquire token='flow.scene_transition'. Active=2. IsOpen=False (@ 36,47s)

[VERBOSE] [GameReadinessService] [Readiness] SimulationGate adquirido com token='flow.scene_transition'. Active=2. IsOpen=False (@ 36,47s)

[VERBOSE] [GameReadinessService] [Readiness] SceneTransitionStarted â†’ gate adquirido e jogo marcado como NOT READY. Context=Route='to-menu', RouteKind='Frontend', Style='TransitionStyle_Frontend', Reason='PostGame/ExitToMenu', Load=[UIGlobalScene, MenuScene], Unload=[NewBootstrap, GameplayScene], Active='MenuScene', UseFade=True, Profile='DefaultTransitionProfile', RequiresWorldReset=False, DecisionSource='routePolicy:Frontend', DecisionReason='RoutePolicy' (@ 36,47s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=False, gateOpen=False, activeTokens=2, reason='scene_transition_started'. (@ 36,47s)

[VERBOSE] [SceneFlowFadeAdapter] [SceneFlow] Profile 'DefaultTransitionProfile' aplicado: fadeIn=0,5, fadeOut=0,5. (@ 36,47s)

[VERBOSE] [FadeController] [OBS][Fade] FadeStart signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' targetAlpha=1 dur=0,5 (@ 36,47s)

[INFO] [SceneTransitionService] [OBS][Fade] FadeInStarted id=4 signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' profile='DefaultTransitionProfile'.

[VERBOSE] [FadeController] [OBS][Fade] FadeComplete signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' targetAlpha=1 (@ 36,96s)

[INFO] [SceneTransitionService] [OBS][Fade] FadeInCompleted id=4 signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' profile='DefaultTransitionProfile'.

<color=#A8DEED>[VERBOSE] [LoadingHudService] [LoadingHudEnsure] signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'. (@ 36,96s)</color>

<color=#A8DEED>[VERBOSE] [LoadingHudService] [LoadingHudShow] signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' phase='AfterFadeIn' message='<default>'. (@ 36,96s)</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] LoadedScenesSnapshot stage='before_apply_route' sceneCount=5 scenes=[name='FadeScene', isLoaded=True, buildIndex=1, isActive=False | name='LoadingHudScene', isLoaded=True, buildIndex=6, isActive=False | name='UIGlobalScene', isLoaded=True, buildIndex=2, isActive=False | name='GameplayScene', isLoaded=True, buildIndex=5, isActive=True | name='SceneTest', isLoaded=True, buildIndex=7, isActive=False].</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] RouteExecutionPlan routeId='to-menu' activeScene='MenuScene' toLoad=[UIGlobalScene, MenuScene] toUnload=[NewBootstrap, GameplayScene] reload=[<none>].</color>

[VERBOSE] [SceneTransitionService] [SceneFlow] Cena 'UIGlobalScene' ja esta carregada. Pulando load. (@ 36,96s)

[VERBOSE] [SceneTransitionService] [SceneFlow] Carregando cena 'MenuScene' (Additive)... (@ 36,96s)

<color=#A8DEED>[VERBOSE] [FrontendButtonBinderBase] [FrontendButton] Click-guard armado por 0,250s (label='OnEnable/Guard', go='Quit_Btn', btn='Quit_Btn'). (@ 36,98s)</color>

<color=#A8DEED>[VERBOSE] [FrontendButtonBinderBase] [FrontendButton] Click-guard armado por 0,250s (label='OnEnable/Guard', go='HowToPlay_Btn', btn='HowToPlay_Btn'). (@ 36,98s)</color>

<color=#A8DEED>[VERBOSE] [FrontendButtonBinderBase] [FrontendButton] Click-guard armado por 0,250s (label='OnEnable/Guard', go='Options_Btn', btn='Options_Btn'). (@ 36,98s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelFlowRuntimeService encontrado no escopo global (tipo registrado: ILevelFlowRuntimeService). (@ 36,98s)

<color=#A8DEED>[VERBOSE] [FrontendButtonBinderBase] [FrontendButton] Click-guard armado por 0,250s (label='OnEnable/Guard', go='Play_Btn', btn='Play_Btn'). (@ 36,98s)</color>

<color=#A8DEED>[VERBOSE] [FrontendPanelsController] [FrontendPanels] Panel='main' (reason='Awake/Initial'). (@ 36,98s)</color>

<color=#A8DEED>[VERBOSE] [FrontendPanelsController] [FrontendPanels] EventSystem selected='Play_Btn' (panel='main'). (@ 36,98s)</color>

[VERBOSE] [ServiceRegistry] Dicionário obtido do pool para serviços. (@ 36,98s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço ISceneScopeMarker registrado para a cena MenuScene. (@ 36,98s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IWorldSpawnContext registrado para a cena MenuScene. (@ 36,98s)</color>

[INFO] [SceneScopeCompositionRoot] WorldRoot ready: MenuScene/WorldRoot

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorRegistry registrado para a cena MenuScene. (@ 36,98s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IWorldSpawnServiceRegistry registrado para a cena MenuScene. (@ 36,98s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço WorldLifecycleHookRegistry registrado para a cena MenuScene. (@ 36,98s)</color>

[VERBOSE] [SceneScopeCompositionRoot] WorldLifecycleHookRegistry registrado para a cena 'MenuScene'. (@ 36,98s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorGroupRearmTargetClassifier registrado para a cena MenuScene. (@ 36,98s)</color>

[VERBOSE] [SceneScopeCompositionRoot] IActorGroupRearmTargetClassifier registrado para a cena 'MenuScene'. (@ 36,98s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorGroupRearmOrchestrator registrado para a cena MenuScene. (@ 36,98s)</color>

[VERBOSE] [SceneScopeCompositionRoot] IActorGroupRearmOrchestrator registrado para a cena 'MenuScene'. (@ 36,98s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorGroupRearmWorldParticipant registrado para a cena MenuScene. (@ 36,98s)</color>

[VERBOSE] [SceneScopeCompositionRoot] IActorGroupRearmWorldBridge registrado para a cena 'MenuScene'. (@ 36,98s)

[VERBOSE] [SceneScopeCompositionRoot] Hook de cena registrado: WorldLifecycleHookLoggerA (@ 36,98s)

[VERBOSE] [SceneScopeCompositionRoot] WorldDefinition não atribuída (scene='MenuScene'). Isto é permitido em cenas sem spawn (ex.: Ready). Serviços de spawn não serão registrados. (@ 36,98s)

[INFO] [SceneScopeCompositionRoot] Spawn services registered from definition: 0

[INFO] [SceneScopeCompositionRoot] Scene scope created: MenuScene

[VERBOSE] [SceneTransitionService] [SceneFlow] Cena ativa definida para 'MenuScene'. (@ 37,01s)

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] UnloadCandidate scene='NewBootstrap' exists=False isLoaded=False isActiveScene=False targetActiveScene='MenuScene'.</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] SkipUnload scene='NewBootstrap' reason='already_unloaded' exists=False isLoaded=False isActiveScene=False.</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] UnloadCandidate scene='GameplayScene' exists=True isLoaded=True isActiveScene=False targetActiveScene='MenuScene'.</color>

[VERBOSE] [SceneTransitionService] [SceneFlow] Descarregando cena 'GameplayScene'... (@ 37,01s)

<color=#A8DEED>[INFO] [SceneManagerLoaderAdapter] [OBS][SceneFlow] UnloadAttempt scene='GameplayScene' exists=True isLoaded=True isActiveScene=False.</color>

[VERBOSE] [ServiceRegistry] Dicionário retornado ao pool. Tamanho do pool: 1. (@ 37,03s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Removidos 8 serviços para a cena GameplayScene. (@ 37,03s)</color>

[INFO] [SceneScopeCompositionRoot] Scene scope cleared: GameplayScene

[INFO] [WorldLifecycleController] Limpando WorldLifecycleHookRegistry na destruiÃ§Ã£o do controller. scene='GameplayScene', hooksCount='0'

[INFO] [WorldLifecycleController] Limpando IWorldSpawnServiceRegistry na destruiÃ§Ã£o do controller. scene='GameplayScene', servicesCount='0'

<color=#A8DEED>[VERBOSE] [CameraResolverService] Camera unregistered for playerId=0: Main Camera. (@ 37,03s)</color>

<color=#A8DEED>[VERBOSE] [CameraResolverService] Default camera updated to null (playerId=0). (@ 37,03s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceCleaner] Cena GameplayScene descarregada, serviços limpos. (@ 37,03s)</color>

<color=#A8DEED>[INFO] [SceneManagerLoaderAdapter] [OBS][SceneFlow] UnloadAttempt scene='GameplayScene' result='completed' existsAfter=False isLoadedAfter=False.</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] LoadedScenesSnapshot stage='after_apply_route' sceneCount=5 scenes=[name='FadeScene', isLoaded=True, buildIndex=1, isActive=False | name='LoadingHudScene', isLoaded=True, buildIndex=6, isActive=False | name='UIGlobalScene', isLoaded=True, buildIndex=2, isActive=False | name='SceneTest', isLoaded=True, buildIndex=7, isActive=False | name='MenuScene', isLoaded=True, buildIndex=3, isActive=True].</color>

[VERBOSE] [LoadingHudOrchestrator] [LoadingHudShow] skipped (already visible). signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' requestedPhase='ScenesReady' visiblePhase='AfterFadeIn'. (@ 37,03s)

<color=#A8DEED>[VERBOSE] [WorldLifecycleSceneFlowResetDriver] [OBS][WorldLifecycle] ResetPolicy routeId='to-menu' requiresWorldReset=False signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' reason='RoutePolicy' decisionSource='routePolicy:Frontend'. (@ 37,03s)</color>

<color=#A8DEED>[VERBOSE] [WorldLifecycleSceneFlowResetDriver] [OBS][WorldLifecycle] ResetRequested signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' sourceSignature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' routeId='to-menu' routeKind='Frontend' profileLabel='DefaultTransitionProfile' target='MenuScene' decisionSource='routePolicy:Frontend' reason='RoutePolicy'. (@ 37,03s)</color>

<color=#A8DEED>[VERBOSE] [WorldLifecycleSceneFlowResetDriver] [ResetSkip] [ResetSkip] [WorldLifecycle] ResetWorld SKIP. signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene', routeId='to-menu', routeKind='Frontend', profileLabel='DefaultTransitionProfile', targetScene='MenuScene', decisionSource='routePolicy:Frontend', reason='RoutePolicy'. (@ 37,03s)</color>

<color=#4CAF50>[VERBOSE] [WorldLifecycleSceneFlowResetDriver] [OBS][WorldLifecycle] ResetCompleted signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' routeId='to-menu' routeKind='Frontend' profileLabel='DefaultTransitionProfile' target='MenuScene' decisionSource='routePolicy:Frontend' reason='RoutePolicy'. (@ 37,03s)</color>

<color=#A8DEED>[VERBOSE] [WorldLifecycleSceneFlowResetDriver] [OBS][WorldLifecycle] V1FallbackPublish signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' reason='RoutePolicy' decisionSource='routePolicy:Frontend'. (@ 37,03s)</color>

[VERBOSE] [WorldLifecycleResetCompletionGate] [SceneFlowGate] WorldLifecycleResetCompletedEvent recebido. signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene', reason='RoutePolicy'. (@ 37,03s)

[VERBOSE] [GameReadinessService] [Readiness] SceneTransitionScenesReady â†’ fase WorldLoaded sinalizada. Context=Route='to-menu', RouteKind='Frontend', Style='TransitionStyle_Frontend', Reason='PostGame/ExitToMenu', Load=[UIGlobalScene, MenuScene], Unload=[NewBootstrap, GameplayScene], Active='MenuScene', UseFade=True, Profile='DefaultTransitionProfile', RequiresWorldReset=False, DecisionSource='routePolicy:Frontend', DecisionReason='RoutePolicy' (@ 37,03s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=False, gateOpen=False, activeTokens=2, reason='scene_transition_scenes_ready'. (@ 37,03s)

<color=#A8DEED>[INFO] [SceneTransitionService] [SceneFlow] ScenesReady id=4 signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' routeId='to-menu', style='TransitionStyle_Frontend', profile='DefaultTransitionProfile'.</color>
